genes	se_fe_4dp	estimate_fe_4dp	foldc_fe_2dp	upperl_fe_2dp	lowerl_fe_2dp	pval_fe_3sig
FMR1	0.0240	-0.0065	-1.00	1.03	-1.04	0.787
FN1	0.0537	-0.0747	-1.05	1.02	-1.13	0.165
FN3K	0.0467	-0.0088	-1.01	1.06	-1.07	0.851
FN3KRP	0.0212	0.0059	1.00	1.03	-1.03	0.783
FNBP1	0.0211	-0.0267	-1.02	1.01	-1.05	0.206
FNBP1L	0.0271	0.0427	1.03	1.07	-1.01	0.117
FNBP4	0.0252	-0.0034	-1.00	1.03	-1.04	0.893
FNDC3A	0.0187	0.0243	1.02	1.04	-1.01	0.194
FNDC3B	0.0321	0.0304	1.02	1.07	-1.02	0.345
FNDC4	0.0170	-0.0144	-1.01	1.01	-1.03	0.396
FNDC8	0.0150	-0.0045	-1.00	1.02	-1.02	0.763
FNTA	0.0183	-0.0314	-1.02	1.00	-1.05	0.0868
FOCAD	0.0290	0.0233	1.02	1.06	-1.02	0.423
FOLH1	0.0344	-0.0737	-1.05	-1.00	-1.10	0.0328
FOLR1	0.0164	0.0039	1.00	1.03	-1.02	0.811
FOLR2	0.0172	-0.0258	-1.02	1.01	-1.04	0.135
FOLR3	0.0159	-0.0062	-1.00	1.02	-1.03	0.696
FOS	0.1180	-0.2771	-1.21	-1.03	-1.42	0.0195
FOSB	0.0555	0.0110	1.01	1.09	-1.07	0.843
FOSL1	0.0228	0.0399	1.03	1.06	-1.00	0.0816
FOSL2	0.0166	-0.0106	-1.01	1.02	-1.03	0.521
FOXC1	0.0187	-0.0322	-1.02	1.00	-1.05	0.0862
FOXC2	0.0250	0.0175	1.01	1.05	-1.02	0.485
FOXF2	0.0304	-0.0360	-1.03	1.02	-1.07	0.238
FOXG1	0.0224	0.0047	1.00	1.03	-1.03	0.834
FOXH1	0.0130	-0.0017	-1.00	1.02	-1.02	0.893
FOXJ1	0.0157	0.0150	1.01	1.03	-1.01	0.341
FOXJ2	0.0131	0.0072	1.01	1.02	-1.01	0.583
FOXJ3	0.0129	0.0090	1.01	1.02	-1.01	0.485
FOXK2	0.0152	-0.0029	-1.00	1.02	-1.02	0.85
FOXN1	0.0196	-0.0054	-1.00	1.02	-1.03	0.783
FOXN3	0.0271	-0.0119	-1.01	1.03	-1.05	0.661
FOXN3.AS2	0.0159	-0.0008	-1.00	1.02	-1.02	0.962
FOXO1	0.0216	0.0459	1.03	1.06	1.00	0.0342
FOXO4	0.0209	-0.0165	-1.01	1.02	-1.04	0.43
FOXP3	0.0164	0.0002	1.00	1.02	-1.02	0.988
FOXRED2	0.0200	0.0076	1.01	1.03	-1.02	0.706
FP588	0.0136	0.0323	1.02	1.04	1.00	0.0184
FPGS	0.0134	0.0124	1.01	1.03	-1.01	0.356
FPR1	0.0335	-0.0524	-1.04	1.01	-1.09	0.118
FPR3	0.0155	0.0141	1.01	1.03	-1.01	0.362
FRAS1	0.0274	0.0094	1.01	1.04	-1.03	0.731
FRAT1	0.0232	0.0211	1.01	1.05	-1.02	0.363
FRAT2	0.0250	0.0293	1.02	1.06	-1.01	0.242
FRMD1	0.0149	-0.0180	-1.01	1.01	-1.03	0.23
FRMD4A	0.0298	0.0223	1.02	1.06	-1.03	0.455
FRMD4B	0.0354	-0.0755	-1.05	-1.00	-1.11	0.034
FRMD8	0.0163	-0.0172	-1.01	1.01	-1.03	0.29
FRMPD1	0.0174	-0.0142	-1.01	1.01	-1.03	0.415
FRMPD4	0.0313	0.0212	1.01	1.06	-1.03	0.5
FRS2	0.0188	0.0077	1.01	1.03	-1.02	0.68
FRS3	0.0202	-0.0302	-1.02	1.01	-1.05	0.137
FRY	0.0283	-0.0160	-1.01	1.03	-1.05	0.573
FRYL	0.0264	0.0000	1.00	1.04	-1.04	1
FRZB	0.0549	-0.0962	-1.07	1.01	-1.15	0.0812
FSCN1	0.0293	-0.0452	-1.03	1.01	-1.07	0.124
FSCN3	0.0148	0.0061	1.00	1.02	-1.02	0.683
FSD1	0.0188	-0.0102	-1.01	1.02	-1.03	0.589
FST	0.0171	-0.0048	-1.00	1.02	-1.03	0.78
FSTL1	0.0275	0.0666	1.05	1.09	1.01	0.0161
FSTL3	0.0133	-0.0131	-1.01	1.01	-1.03	0.325
FSTL4	0.0188	-0.0055	-1.00	1.02	-1.03	0.772
FTCD	0.0261	-0.0223	-1.02	1.02	-1.05	0.393
FTH1	0.0298	0.0206	1.01	1.06	-1.03	0.49
FTL	0.0112	0.0083	1.01	1.02	-1.01	0.461
FTO	0.0157	0.0108	1.01	1.03	-1.01	0.492
FTSJ1	0.0163	-0.0143	-1.01	1.01	-1.03	0.381
FTSJ2	0.0200	-0.0279	-1.02	1.01	-1.05	0.163
FTSJ3	0.0237	0.0019	1.00	1.03	-1.03	0.935
FTSJD2	0.0181	0.0099	1.01	1.03	-1.02	0.585
FUBP1	0.0173	0.0080	1.01	1.03	-1.02	0.643
FUBP3	0.0256	0.0051	1.00	1.04	-1.03	0.844
FUCA1	0.0202	0.0559	1.04	1.07	1.01	0.00606
FURIN	0.0133	-0.0047	-1.00	1.01	-1.02	0.725
FUS	0.0220	-0.0271	-1.02	1.01	-1.05	0.218
FUT1	0.0162	0.0166	1.01	1.03	-1.01	0.308
FUT2	0.0313	0.0385	1.03	1.07	-1.02	0.221
FUT3	0.0163	-0.0177	-1.01	1.01	-1.03	0.277
FUT4	0.0191	-0.0245	-1.02	1.01	-1.04	0.201
FUT5	0.0174	0.0013	1.00	1.02	-1.02	0.942
FUT6	0.0145	-0.0234	-1.02	1.00	-1.04	0.108
FUT7	0.0206	-0.0331	-1.02	1.01	-1.05	0.11
FUT8	0.0235	0.0037	1.00	1.04	-1.03	0.875
FUT9	0.0381	0.0110	1.01	1.06	-1.05	0.773
FUZ	0.0160	-0.0265	-1.02	1.00	-1.04	0.0998
FXC1	0.0188	-0.0259	-1.02	1.01	-1.04	0.169
FXR1	0.0258	0.0327	1.02	1.06	-1.01	0.206
FXR2	0.0158	-0.0059	-1.00	1.02	-1.03	0.711
FXYD1	0.0364	0.0703	1.05	1.10	-1.00	0.0543
FXYD2	0.0152	-0.0163	-1.01	1.01	-1.03	0.286
FXYD3	0.0134	-0.0176	-1.01	1.01	-1.03	0.188
FXYD5	0.0212	-0.0286	-1.02	1.01	-1.05	0.179
FXYD6	0.0252	0.0642	1.05	1.08	1.01	0.0114
FXYD7	0.0309	0.0258	1.02	1.06	-1.02	0.405
FYCO1	0.0181	0.0009	1.00	1.03	-1.02	0.958
FYN	0.0251	0.0429	1.03	1.07	-1.00	0.089
FZD3	0.0699	-0.0150	-1.01	1.09	-1.11	0.83
FZD4	0.0138	0.0255	1.02	1.04	-1.00	0.0654
FZD5	0.0352	0.0324	1.02	1.07	-1.03	0.358
FZD7	0.0411	0.0395	1.03	1.09	-1.03	0.337
FZD9	0.0181	0.0041	1.00	1.03	-1.02	0.821
FZR1	0.0227	0.0062	1.00	1.04	-1.03	0.786
G0S2	0.0432	-0.0450	-1.03	1.03	-1.09	0.298
G3BP1	0.0242	0.0198	1.01	1.05	-1.02	0.415
G3BP2	0.0194	-0.0216	-1.02	1.01	-1.04	0.267
G6PC2	0.0143	0.0092	1.01	1.03	-1.01	0.521
G6PC3	0.0114	0.0037	1.00	1.02	-1.01	0.746
G6PD	0.0236	-0.0160	-1.01	1.02	-1.04	0.499
GAA	0.0168	0.0232	1.02	1.04	-1.01	0.169
GAB1	0.0311	-0.0144	-1.01	1.03	-1.05	0.644
GAB2	0.0277	0.0085	1.01	1.04	-1.03	0.759
GABARAP	0.0154	-0.0038	-1.00	1.02	-1.02	0.804
GABARAPL1	0.0276	-0.0402	-1.03	1.01	-1.07	0.146
GABARAPL2	0.0169	-0.0269	-1.02	1.00	-1.04	0.113
GABARAPL3	0.0315	0.0071	1.00	1.05	-1.04	0.822
GABBR1	0.0238	-0.0104	-1.01	1.03	-1.04	0.664
GABBR2	0.0241	-0.0261	-1.02	1.01	-1.05	0.279
GABPB1	0.0162	-0.0003	-1.00	1.02	-1.02	0.984
GABRA1	0.0375	-0.0710	-1.05	1.00	-1.11	0.0589
GABRA2	0.0547	-0.0095	-1.01	1.07	-1.08	0.862
GABRA3	0.0584	0.0723	1.05	1.14	-1.03	0.219
GABRA4	0.0291	0.0069	1.00	1.05	-1.04	0.812
GABRA5	0.0489	0.0463	1.03	1.10	-1.03	0.345
GABRB1	0.0295	0.0638	1.05	1.09	1.00	0.031
GABRB2	0.0235	0.0044	1.00	1.04	-1.03	0.853
GABRB3	0.0312	0.0089	1.01	1.05	-1.04	0.775
GABRD	0.0244	-0.0164	-1.01	1.02	-1.05	0.502
GABRE	0.0199	0.0089	1.01	1.03	-1.02	0.655
GABRG2	0.0335	0.0175	1.01	1.06	-1.03	0.602
GABRQ	0.0157	0.0216	1.02	1.04	-1.01	0.169
GABRR2	0.0124	0.0016	1.00	1.02	-1.02	0.899
GADD45A	0.0501	0.0660	1.05	1.12	-1.02	0.189
GADD45B	0.0810	0.0903	1.06	1.19	-1.05	0.266
GADD45G	0.0291	0.0637	1.05	1.09	1.00	0.0294
GADD45GIP1	0.0229	0.0178	1.01	1.04	-1.02	0.438
GAK	0.0169	0.0181	1.01	1.04	-1.01	0.285
GAL3ST1	0.0271	-0.0225	-1.02	1.02	-1.05	0.406
GAL3ST4	0.0172	-0.0349	-1.02	-1.00	-1.05	0.0431
GALC	0.0214	-0.0214	-1.01	1.01	-1.04	0.319
GALE	0.0184	0.0221	1.02	1.04	-1.01	0.231
GALNS	0.0155	-0.0045	-1.00	1.02	-1.02	0.77
GALNT1	0.0256	0.0317	1.02	1.06	-1.01	0.217
GALNT10	0.0233	0.0460	1.03	1.07	1.00	0.0496
GALNT11	0.0194	0.0111	1.01	1.03	-1.02	0.57
GALNT14	0.0200	-0.0054	-1.00	1.02	-1.03	0.789
GALNT2	0.0186	0.0034	1.00	1.03	-1.02	0.856
GALNT6	0.0354	-0.0197	-1.01	1.03	-1.06	0.577
GALNT7	0.0292	-0.0187	-1.01	1.03	-1.05	0.522
GALR3	0.0161	-0.0005	-1.00	1.02	-1.02	0.976
GALT	0.0167	0.0048	1.00	1.03	-1.02	0.774
GAMT	0.0179	-0.0020	-1.00	1.02	-1.03	0.912
GANAB	0.0133	-0.0010	-1.00	1.02	-1.02	0.94
GAP43	0.0275	-0.0446	-1.03	1.01	-1.07	0.106
GAPDH	0.0082	-0.0043	-1.00	1.01	-1.01	0.6
GAPVD1	0.0156	0.0192	1.01	1.04	-1.01	0.22
GAR1	0.0246	-0.0379	-1.03	1.01	-1.06	0.125
GARS	0.0248	-0.0074	-1.01	1.03	-1.04	0.766
GART	0.0176	0.0215	1.01	1.04	-1.01	0.224
GAS1	0.0294	-0.0352	-1.02	1.02	-1.07	0.231
GAS2L1	0.0237	-0.0101	-1.01	1.03	-1.04	0.672
GAS6	0.0128	0.0016	1.00	1.02	-1.02	0.898
GAS7	0.0213	0.0014	1.00	1.03	-1.03	0.946
GAS8	0.0156	-0.0254	-1.02	1.00	-1.04	0.105
GAST	0.0161	-0.0176	-1.01	1.01	-1.03	0.275
GATA1	0.0180	-0.0176	-1.01	1.01	-1.04	0.33
GATA2	0.0209	-0.0217	-1.02	1.01	-1.04	0.302
GATAD1	0.0202	0.0090	1.01	1.03	-1.02	0.655
GATAD2A	0.0214	0.0065	1.00	1.03	-1.02	0.762
GATC	0.0392	0.0623	1.04	1.10	-1.01	0.114
GATM	0.0438	-0.0386	-1.03	1.03	-1.09	0.378
GBAS	0.0281	-0.0349	-1.02	1.01	-1.06	0.214
GBE1	0.0291	-0.0214	-1.01	1.03	-1.06	0.464
GBF1	0.0163	0.0014	1.00	1.02	-1.02	0.933
GBP1	0.0704	-0.0541	-1.04	1.06	-1.14	0.443
GBP2	0.0370	-0.0631	-1.04	1.01	-1.10	0.0892
GBX1	0.0144	0.0018	1.00	1.02	-1.02	0.901
GCA	0.0256	-0.0008	-1.00	1.03	-1.04	0.976
GCAT	0.0109	0.0398	1.03	1.04	1.01	0.000296
GCC1	0.0144	-0.0002	-1.00	1.02	-1.02	0.987
GCC2	0.0272	0.0279	1.02	1.06	-1.02	0.306
GCDH	0.0203	0.0397	1.03	1.06	-1.00	0.0518
GCFC1	0.0230	-0.0115	-1.01	1.02	-1.04	0.616
GCGR	0.0164	-0.0259	-1.02	1.00	-1.04	0.114
GCH1	0.0585	0.0077	1.01	1.09	-1.08	0.896
GCHFR	0.0205	0.0390	1.03	1.06	-1.00	0.0584
GCK	0.0172	0.0403	1.03	1.05	1.00	0.02
GCKR	0.0191	-0.0165	-1.01	1.01	-1.04	0.391
GCLC	0.0223	-0.0108	-1.01	1.02	-1.04	0.627
GCLM	0.0335	0.0018	1.00	1.05	-1.05	0.957
GCN1L1	0.0158	0.0130	1.01	1.03	-1.01	0.41
GDAP1	0.0312	0.0277	1.02	1.06	-1.02	0.375
GDAP1L1	0.0216	-0.0045	-1.00	1.03	-1.03	0.835
GDAP2	0.0213	-0.0139	-1.01	1.02	-1.04	0.515
GDE1	0.0209	0.0154	1.01	1.04	-1.02	0.462
GDF10	0.0374	0.0913	1.07	1.12	1.01	0.0159
GDF11	0.0230	0.0054	1.00	1.04	-1.03	0.815
GDF2	0.0169	-0.0171	-1.01	1.01	-1.04	0.312
GDF3	0.0213	-0.0223	-1.02	1.01	-1.05	0.297
GDF5	0.0132	0.0051	1.00	1.02	-1.01	0.696
GDF9	0.0157	-0.0141	-1.01	1.01	-1.03	0.369
GDI1	0.0144	-0.0116	-1.01	1.01	-1.03	0.42
GDI2	0.0227	0.0017	1.00	1.03	-1.03	0.941
GDPD2	0.0148	-0.0025	-1.00	1.02	-1.02	0.868
GDPD3	0.0180	-0.0158	-1.01	1.01	-1.04	0.382
GDPD5	0.0166	-0.0164	-1.01	1.01	-1.03	0.325
GEM	0.0593	0.0024	1.00	1.09	-1.08	0.967
GEMIN4	0.0203	0.0008	1.00	1.03	-1.03	0.97
GEMIN6	0.0150	-0.0087	-1.01	1.01	-1.03	0.561
GEMIN7	0.0154	-0.0270	-1.02	1.00	-1.04	0.0805
GEMIN8	0.0281	0.0396	1.03	1.07	-1.01	0.159
GFAP	0.0454	-0.0155	-1.01	1.05	-1.08	0.733
GFER	0.0162	0.0105	1.01	1.03	-1.01	0.517
GFI1	0.0158	-0.0198	-1.01	1.01	-1.04	0.21
GFOD1	0.0283	0.0300	1.02	1.06	-1.02	0.291
GFOD2	0.0163	-0.0062	-1.00	1.02	-1.03	0.703
GFPT1	0.0301	0.0151	1.01	1.05	-1.03	0.617
GFPT2	0.0229	0.0359	1.03	1.06	-1.01	0.118
GFRA2	0.0191	-0.0135	-1.01	1.02	-1.04	0.482
GFRA3	0.0156	-0.0062	-1.00	1.02	-1.03	0.689
GFRA4	0.0151	0.0020	1.00	1.02	-1.02	0.895
GGA1	0.0137	-0.0106	-1.01	1.01	-1.03	0.443
GGA2	0.0166	0.0190	1.01	1.04	-1.01	0.253
GGA3	0.0152	-0.0036	-1.00	1.02	-1.02	0.816
GGCT	0.0202	0.0170	1.01	1.04	-1.02	0.401
GGCX	0.0326	0.0423	1.03	1.08	-1.02	0.197
GGH	0.0264	0.0023	1.00	1.04	-1.03	0.931
GGNBP2	0.0167	0.0048	1.00	1.03	-1.02	0.772
GGPS1	0.0254	-0.0377	-1.03	1.01	-1.06	0.14
GGT5	0.0164	-0.0052	-1.00	1.02	-1.03	0.752
GHITM	0.0163	-0.0085	-1.01	1.02	-1.03	0.601
GID8	0.0123	0.0201	1.01	1.03	-1.00	0.104
GIGYF2	0.0153	0.0092	1.01	1.03	-1.01	0.548
GIMAP4	0.0270	-0.0916	-1.07	-1.03	-1.11	0.000801
GIMAP6	0.0472	-0.1370	-1.10	-1.03	-1.17	0.00412
GIN1	0.0186	-0.0016	-1.00	1.02	-1.03	0.93
GINS1	0.0235	0.0567	1.04	1.07	1.01	0.0163
GINS2	0.0202	0.0336	1.02	1.05	-1.00	0.0975
GIPC1	0.0160	0.0141	1.01	1.03	-1.01	0.378
GIPR	0.0429	-0.0041	-1.00	1.06	-1.06	0.923
GIT1	0.0144	-0.0062	-1.00	1.02	-1.02	0.668
GJA1	0.0813	0.0948	1.07	1.19	-1.05	0.244
GJA4	0.0166	-0.0238	-1.02	1.01	-1.04	0.152
GJA8	0.0187	0.0231	1.02	1.04	-1.01	0.218
GJB1	0.0234	-0.0165	-1.01	1.02	-1.04	0.481
GJB3	0.0192	-0.0147	-1.01	1.02	-1.04	0.443
GJB4	0.0132	-0.0087	-1.01	1.01	-1.02	0.508
GJC2	0.0149	-0.0330	-1.02	-1.00	-1.04	0.0271
GJD2	0.0142	-0.0040	-1.00	1.02	-1.02	0.781
GLA	0.0205	0.0065	1.00	1.03	-1.02	0.751
GLB1	0.0158	0.0048	1.00	1.03	-1.02	0.763
GLB1L	0.0194	-0.0027	-1.00	1.02	-1.03	0.891
GLB1L2	0.0184	0.0392	1.03	1.05	1.00	0.034
GLDC	0.0267	0.0492	1.03	1.07	-1.00	0.0661
GLG1	0.0185	0.0321	1.02	1.05	-1.00	0.0839
GLI1	0.0137	-0.0198	-1.01	1.00	-1.03	0.15
GLI3	0.0186	0.0464	1.03	1.06	1.01	0.013
GLIPR1	0.0510	-0.1432	-1.10	-1.03	-1.18	0.00528
GLMN	0.0235	-0.0363	-1.03	1.01	-1.06	0.124
GLO1	0.0185	0.0377	1.03	1.05	1.00	0.042
GLOD4	0.0214	0.0193	1.01	1.04	-1.02	0.368
GLRA2	0.0184	0.0201	1.01	1.04	-1.01	0.276
GLRB	0.0421	0.0409	1.03	1.09	-1.03	0.332
GLRX	0.0287	0.0300	1.02	1.06	-1.02	0.297
GLRX2	0.0288	-0.0253	-1.02	1.02	-1.06	0.381
GLRX3	0.0183	-0.0125	-1.01	1.02	-1.03	0.496
GLRX5	0.0154	-0.0353	-1.02	-1.00	-1.05	0.0228
GLS	0.0244	-0.0048	-1.00	1.03	-1.04	0.846
GLS2	0.0320	0.0378	1.03	1.07	-1.02	0.239
GLT25D1	0.0142	-0.0340	-1.02	-1.00	-1.04	0.0176
GLT25D2	0.0284	-0.0203	-1.01	1.02	-1.05	0.475
GLT8D1	0.0133	0.0188	1.01	1.03	-1.01	0.159
GLT8D2	0.0206	-0.0022	-1.00	1.03	-1.03	0.914
GLTP	0.0357	-0.0498	-1.04	1.01	-1.09	0.164
GLTPD1	0.0165	-0.0187	-1.01	1.01	-1.04	0.26
GLTSCR1	0.0173	-0.0006	-1.00	1.02	-1.02	0.971
GLTSCR2	0.0266	0.0066	1.00	1.04	-1.03	0.805
GLUD1	0.0342	0.0708	1.05	1.10	1.00	0.0392
GLUL	0.0387	0.0549	1.04	1.09	-1.01	0.157
GLYR1	0.0189	-0.0055	-1.00	1.02	-1.03	0.771
GM2A	0.0242	-0.0042	-1.00	1.03	-1.04	0.863
GMCL1P1	0.0286	0.0233	1.02	1.06	-1.02	0.416
GMDS	0.0212	-0.0264	-1.02	1.01	-1.05	0.213
GMEB1	0.0165	-0.0075	-1.01	1.02	-1.03	0.649
GMEB2	0.0243	-0.0072	-1.00	1.03	-1.04	0.768
GMFB	0.0146	0.0382	1.03	1.05	1.01	0.0092
GMFG	0.0200	-0.0400	-1.03	-1.00	-1.06	0.0468
GMIP	0.0170	-0.0038	-1.00	1.02	-1.03	0.821
GML	0.0152	-0.0277	-1.02	1.00	-1.04	0.0702
GMNN	0.0490	0.1293	1.09	1.17	1.02	0.00871
GMPPA	0.0176	0.0029	1.00	1.03	-1.02	0.871
GMPPB	0.0181	-0.0026	-1.00	1.02	-1.03	0.884
GMPR	0.0356	0.0647	1.05	1.10	-1.00	0.07
GMPR2	0.0206	0.0233	1.02	1.05	-1.01	0.258
GMPS	0.0235	-0.0360	-1.03	1.01	-1.06	0.126
GNA11	0.0216	-0.0186	-1.01	1.02	-1.04	0.39
GNA12	0.0183	0.0308	1.02	1.05	-1.00	0.0938
GNA14	0.0311	0.0301	1.02	1.07	-1.02	0.334
GNA15	0.0357	-0.0177	-1.01	1.04	-1.06	0.622
GNAI1	0.0364	-0.0485	-1.03	1.02	-1.09	0.185
GNAI2	0.0189	0.0184	1.01	1.04	-1.01	0.33
GNAL	0.0268	-0.0372	-1.03	1.01	-1.06	0.167
GNAO1	0.0214	0.0103	1.01	1.04	-1.02	0.63
GNAQ	0.0162	-0.0385	-1.03	-1.00	-1.05	0.0179
GNAS	0.0174	0.0131	1.01	1.03	-1.01	0.451
GNAZ	0.0222	0.0088	1.01	1.04	-1.02	0.692
GNB1	0.0113	-0.0261	-1.02	-1.00	-1.03	0.0221
GNB1L	0.0197	0.0039	1.00	1.03	-1.02	0.842
GNB2	0.0182	0.0196	1.01	1.04	-1.01	0.283
GNB2L1	0.0230	0.0314	1.02	1.05	-1.01	0.173
GNB3	0.0171	0.0216	1.02	1.04	-1.01	0.207
GNB5	0.0180	0.0139	1.01	1.03	-1.01	0.441
GNE	0.0219	0.0124	1.01	1.04	-1.02	0.573
GNG11	0.0445	-0.0681	-1.05	1.01	-1.11	0.127
GNG12	0.0224	0.0666	1.05	1.08	1.02	0.00317
GNG13	0.0284	-0.0317	-1.02	1.02	-1.06	0.265
GNG3	0.0278	0.0066	1.00	1.04	-1.03	0.813
GNG4	0.0233	0.0032	1.00	1.03	-1.03	0.892
GNG5	0.0219	0.0387	1.03	1.06	-1.00	0.0784
GNG7	0.0184	-0.0047	-1.00	1.02	-1.03	0.8
GNL1	0.0170	-0.0022	-1.00	1.02	-1.02	0.896
GNL2	0.0179	-0.0036	-1.00	1.02	-1.03	0.842
GNL3	0.0197	0.0111	1.01	1.04	-1.02	0.572
GNLY	0.0250	-0.0507	-1.04	-1.00	-1.07	0.0444
GNMT	0.0245	0.0080	1.01	1.04	-1.03	0.743
GNPAT	0.0167	0.0003	1.00	1.02	-1.02	0.985
GNPDA1	0.0148	0.0004	1.00	1.02	-1.02	0.977
GNPTAB	0.0267	-0.0019	-1.00	1.04	-1.04	0.942
GNRH2	0.0166	-0.0065	-1.00	1.02	-1.03	0.696
GNS	0.0177	0.0161	1.01	1.04	-1.01	0.362
GOLGA1	0.0168	-0.0184	-1.01	1.01	-1.04	0.272
GOLGA2	0.0194	-0.0079	-1.01	1.02	-1.03	0.685
GOLGA3	0.0151	0.0368	1.03	1.05	1.00	0.0155
GOLGA4	0.0206	-0.0022	-1.00	1.03	-1.03	0.915
GOLGA5	0.0183	0.0047	1.00	1.03	-1.02	0.8
GOLGA6L5	0.0133	-0.0126	-1.01	1.01	-1.03	0.344
GOLGA7	0.0239	0.0011	1.00	1.03	-1.03	0.963
GOLGA8DP	0.0270	0.0329	1.02	1.06	-1.01	0.224
GOLGB1	0.0242	0.0525	1.04	1.07	1.00	0.0307
GOLIM4	0.0591	-0.0208	-1.01	1.07	-1.10	0.725
GOLM1	0.0412	0.0766	1.05	1.12	-1.00	0.0638
GOLPH3	0.0250	-0.0415	-1.03	1.01	-1.06	0.098
GOLPH3L	0.0205	0.0502	1.04	1.06	1.01	0.0147
GOLT1B	0.0247	0.0175	1.01	1.05	-1.02	0.48
GON4L	0.0174	0.0211	1.01	1.04	-1.01	0.225
GORASP1	0.0143	0.0163	1.01	1.03	-1.01	0.257
GORASP2	0.0224	0.0028	1.00	1.03	-1.03	0.902
GOSR1	0.0212	-0.0194	-1.01	1.02	-1.04	0.36
GOT1	0.0248	-0.0446	-1.03	1.00	-1.07	0.0734
GOT2	0.0144	-0.0135	-1.01	1.01	-1.03	0.348
GP1BA	0.0169	0.0099	1.01	1.03	-1.02	0.56
GP9	0.0184	-0.0133	-1.01	1.02	-1.03	0.471
GPA33	0.0165	0.0166	1.01	1.03	-1.01	0.314
GPAA1	0.0178	-0.0091	-1.01	1.02	-1.03	0.61
GPATCH1	0.0266	0.0366	1.03	1.06	-1.01	0.171
GPATCH2	0.0220	-0.0070	-1.00	1.03	-1.04	0.75
GPATCH3	0.0128	0.0066	1.00	1.02	-1.01	0.606
GPATCH8	0.0156	0.0171	1.01	1.03	-1.01	0.275
GPBP1L1	0.0166	-0.0071	-1.00	1.02	-1.03	0.667
GPC1	0.0191	-0.0116	-1.01	1.02	-1.03	0.545
GPC4	0.0195	0.0153	1.01	1.04	-1.02	0.434
GPC5	0.0640	0.0407	1.03	1.12	-1.06	0.525
GPD1	0.0210	-0.0012	-1.00	1.03	-1.03	0.955
GPD1L	0.0206	0.0364	1.03	1.05	-1.00	0.0782
GPER	0.0293	-0.0370	-1.03	1.01	-1.07	0.208
GPHN	0.0184	0.0415	1.03	1.06	1.00	0.0249
GPI	0.0206	0.0237	1.02	1.05	-1.01	0.253
GPKOW	0.0191	-0.0338	-1.02	1.00	-1.05	0.0775
GPLD1	0.0210	0.0078	1.01	1.03	-1.02	0.71
GPM6A	0.0251	-0.0157	-1.01	1.02	-1.05	0.533
GPM6B	0.0278	-0.0072	-1.00	1.03	-1.04	0.797
GPN1	0.0188	0.0093	1.01	1.03	-1.02	0.622
GPN2	0.0240	0.0288	1.02	1.05	-1.01	0.231
GPN3	0.0176	0.0018	1.00	1.03	-1.02	0.919
GPNMB	0.0833	0.0672	1.05	1.17	-1.07	0.42
GPR107	0.0183	0.0378	1.03	1.05	1.00	0.0396
GPR116	0.0399	-0.0714	-1.05	1.00	-1.11	0.0743
GPR12	0.0157	0.0077	1.01	1.03	-1.02	0.624
GPR124	0.0178	-0.0034	-1.00	1.02	-1.03	0.847
GPR125	0.0393	0.0581	1.04	1.10	-1.01	0.141
GPR137	0.0158	-0.0221	-1.02	1.01	-1.04	0.163
GPR137B	0.0367	0.0546	1.04	1.09	-1.01	0.138
GPR143	0.0200	0.0369	1.03	1.05	-1.00	0.0664
GPR15	0.0143	0.0107	1.01	1.03	-1.01	0.454
GPR153	0.0153	0.0094	1.01	1.03	-1.01	0.542
GPR161	0.0314	0.0385	1.03	1.07	-1.02	0.221
GPR162	0.0184	-0.0104	-1.01	1.02	-1.03	0.571
GPR17	0.0558	-0.0838	-1.06	1.02	-1.14	0.134
GPR173	0.0172	0.0088	1.01	1.03	-1.02	0.609
GPR176	0.0179	0.0108	1.01	1.03	-1.02	0.545
GPR182	0.0138	-0.0001	-1.00	1.02	-1.02	0.994
GPR183	0.0464	-0.0413	-1.03	1.04	-1.10	0.375
GPR19	0.0236	-0.0013	-1.00	1.03	-1.03	0.955
GPR21	0.0221	-0.0362	-1.03	1.00	-1.06	0.102
GPR22	0.0334	-0.0271	-1.02	1.03	-1.07	0.418
GPR25	0.0358	0.0563	1.04	1.09	-1.01	0.118
GPR27	0.0174	-0.0171	-1.01	1.01	-1.04	0.325
GPR3	0.0273	-0.0031	-1.00	1.04	-1.04	0.909
GPR35	0.0155	-0.0076	-1.01	1.02	-1.03	0.622
GPR37	0.0522	-0.1051	-1.08	-1.00	-1.15	0.0449
GPR37L1	0.0297	0.0407	1.03	1.07	-1.01	0.171
GPR4	0.0296	0.0269	1.02	1.06	-1.02	0.363
GPR52	0.0163	-0.0035	-1.00	1.02	-1.02	0.832
GPR56	0.0323	0.0339	1.02	1.07	-1.02	0.295
GPR6	0.0646	0.1359	1.10	1.20	1.01	0.0366
GPR88	0.0405	0.1103	1.08	1.14	1.02	0.00699
GPR97	0.0186	-0.0139	-1.01	1.02	-1.04	0.457
GPRASP1	0.0281	-0.0227	-1.02	1.02	-1.06	0.419
GPRC5A	0.0168	-0.0155	-1.01	1.01	-1.03	0.359
GPRC5B	0.0392	-0.0096	-1.01	1.05	-1.06	0.806
GPRC5C	0.0148	0.0013	1.00	1.02	-1.02	0.929
GPRC5D	0.0155	0.0182	1.01	1.03	-1.01	0.241
GPS1	0.0151	0.0093	1.01	1.03	-1.01	0.54
GPS2	0.0182	-0.0293	-1.02	1.00	-1.05	0.107
